"treatment","Date","CO2cum","boleC","bolebranch","aboveC","CO2cum_se","boleC_se","bolebranch_se","aboveC_se"
"elevated-dry",2008-05-24,674.6,272.53,292.87,409.07,417.341,36.739,38.768,42.606
"elevated-dry",2008-05-25,690.47,279.52,300.38,416.76,427.721,37.681,39.762,44.546
"elevated-dry",2008-05-26,704.78,286.5,307.89,424.46,438.681,38.624,40.756,46.505
"elevated-dry",2008-05-27,721.28,293.49,315.4,432.16,449.669,39.566,41.75,48.48
"elevated-dry",2008-05-28,729.72,300.48,322.91,439.86,459.27,40.508,42.744,50.468
"elevated-dry",2008-05-29,744.96,307.47,330.42,447.56,468.561,41.45,43.738,52.47
"elevated-dry",2008-05-30,762.45,314.46,337.93,455.16,479.432,42.392,44.732,54.402
"elevated-dry",2008-05-31,776.49,321.44,345.44,462.76,490.54,43.334,45.726,56.347
"elevated-dry",2008-06-01,768.33,328.43,352.95,470.36,498.171,44.276,46.72,58.304
"elevated-dry",2008-06-02,763.92,335.42,360.46,477.96,505.402,45.218,47.714,60.273
"elevated-dry",2008-06-03,746.64,342.41,367.97,486.09,509.844,46.16,48.708,61.338
"elevated-dry",2008-06-04,730.07,349.39,375.48,494.23,514.546,47.102,49.702,62.416
"elevated-dry",2008-06-05,727.46,356.38,382.98,502.37,521.45,48.044,50.696,63.507
"elevated-dry",2008-06-06,744.85,363.37,390.49,510.5,529.83,48.986,51.69,64.61
"elevated-dry",2008-06-07,769.21,370.36,398,518.64,538.996,49.928,52.684,65.723
"elevated-dry",2008-06-08,768.5,377.35,405.51,526.78,547.926,50.87,53.678,66.848
"elevated-dry",2008-06-09,768.35,384.33,413.02,534.92,555.702,51.812,54.672,67.983
"elevated-dry",2008-06-10,781.19,391.32,420.53,543.07,563.935,52.754,55.666,69.127
"elevated-dry",2008-06-11,777.02,398.31,428.04,551.21,573.218,53.696,56.66,70.281
"elevated-dry",2008-06-12,796.93,405.3,435.55,559.35,583.588,54.638,57.654,71.444
"elevated-dry",2008-06-13,825.92,412.29,443.06,567.52,593.128,55.58,58.648,72.654
"elevated-dry",2008-06-14,857.13,419.27,450.57,575.69,602.612,56.522,59.642,73.871
"elevated-dry",2008-06-15,861.33,426.26,458.08,583.87,610.612,57.464,60.637,75.094
"elevated-dry",2008-06-16,870.13,433.25,465.59,592.04,618.617,58.406,61.631,76.323
"elevated-dry",2008-06-17,877.63,440.24,473.1,600.19,628.543,59.348,62.625,76.776
"elevated-dry",2008-06-18,896.72,447.23,480.61,608.34,639.717,60.29,63.619,77.232
"elevated-dry",2008-06-19,908.35,454.21,488.12,616.49,649.765,61.232,64.613,77.691
"elevated-dry",2008-06-20,903.44,461.2,495.63,624.65,657.664,62.174,65.607,78.154
"elevated-dry",2008-06-21,934.63,468.19,503.14,632.8,668.414,63.116,66.601,78.619
"elevated-dry",2008-06-22,964.02,475.18,510.65,640.95,678.901,64.059,67.595,79.087
"elevated-dry",2008-06-23,989.61,482.16,518.16,649.11,689.544,65.001,68.589,79.558
"elevated-dry",2008-06-24,1015.42,489.15,525.67,657.26,700.696,65.943,69.583,80.032
"elevated-dry",2008-06-25,1041.63,496.14,533.17,665.42,711.306,66.885,70.577,80.508
"elevated-dry",2008-06-26,1056.87,503.13,540.68,673.57,723.889,67.827,71.571,80.987
"elevated-dry",2008-06-27,1077.04,510.12,548.19,681.82,735.805,68.769,72.565,81.489
"elevated-dry",2008-06-28,1094.01,517.1,555.7,690.07,746.433,69.711,73.559,81.994
"elevated-dry",2008-06-29,1110.15,524.09,563.21,698.32,757.404,70.653,74.553,82.502
"elevated-dry",2008-06-30,1124.2,531.08,570.72,706.56,771.457,71.595,75.547,83.013
"elevated-dry",2008-07-01,1138.55,538.07,578.23,714.81,785.564,72.537,76.541,83.527
"elevated-dry",2008-07-02,1159.01,545.06,585.74,722.81,795.161,73.479,77.535,84.847
"elevated-dry",2008-07-03,1176.57,552.04,593.25,730.81,804.764,74.421,78.529,86.168
"elevated-dry",2008-07-04,1181.5,559.03,600.76,738.81,812.402,75.363,79.523,87.489
"elevated-dry",2008-07-05,1188.48,566.02,608.27,746.81,821.202,76.305,80.517,88.811
"elevated-dry",2008-07-06,1199.47,573.01,615.78,754.82,829.437,77.247,81.511,90.132
"elevated-dry",2008-07-07,1212.96,580,623.29,762.82,839.396,78.189,82.505,91.454
"elevated-dry",2008-07-08,1232.11,586.98,630.8,770.82,848.674,79.131,83.499,92.776
"elevated-dry",2008-07-09,1247.71,593.97,638.31,778.82,858.395,80.073,84.494,94.099
"elevated-dry",2008-07-10,1260.26,600.96,645.82,786.8,867.89,81.015,85.488,95.397
"elevated-dry",2008-07-11,1280.86,607.95,653.33,794.77,877.854,81.957,86.482,96.694
"elevated-dry",2008-07-12,1293.74,614.93,660.84,802.75,887.162,82.899,87.476,97.993
"elevated-dry",2008-07-13,1295.55,621.92,668.35,810.73,895.986,83.841,88.47,99.291
"elevated-dry",2008-07-14,1305.21,628.91,675.86,818.71,905.912,84.783,89.464,100.59
"elevated-dry",2008-07-15,1325.55,635.9,683.36,826.68,917.038,85.725,90.458,101.888
"elevated-dry",2008-07-16,1346.91,642.89,690.87,834.66,926.813,86.667,91.452,103.187
"elevated-dry",2008-07-17,1367.95,649.87,698.38,842.64,937.886,87.609,92.446,104.486
"elevated-dry",2008-07-18,1385.05,656.86,705.89,850.62,946.858,88.551,93.44,105.786
"elevated-dry",2008-07-19,1405.17,663.85,713.4,858.6,959.119,89.494,94.434,107.085
"elevated-dry",2008-07-20,1413.63,670.84,720.91,866.58,967.351,90.436,95.428,108.385
"elevated-dry",2008-07-21,1433.73,677.83,728.42,874.56,979.607,91.378,96.422,109.685
"elevated-dry",2008-07-22,1454.68,684.81,735.93,882.54,989.272,92.32,97.416,110.986
"elevated-dry",2008-07-23,1471.14,691.8,743.44,890.52,998.108,93.262,98.41,112.286
"elevated-dry",2008-07-24,1472.01,698.79,750.95,898.61,1005.869,94.204,99.404,113.638
"elevated-dry",2008-07-25,1481.32,705.78,758.46,906.7,1015.368,95.146,100.398,114.989
"elevated-dry",2008-07-26,1500.39,712.77,765.97,914.79,1025.419,96.088,101.392,116.341
"elevated-dry",2008-07-27,1511.39,719.75,773.48,922.89,1035.483,97.03,102.386,117.694
"elevated-dry",2008-07-28,1519,726.74,780.99,930.98,1043.548,97.972,103.38,119.046
"elevated-dry",2008-07-29,1535.11,733.73,788.5,939.07,1053.438,98.914,104.374,120.399
"elevated-dry",2008-07-30,1559.99,740.72,796.01,946.86,1064.354,99.856,105.368,121.475
"elevated-dry",2008-07-31,1581.95,747.7,803.52,954.64,1075.836,100.798,106.362,122.557
"elevated-dry",2008-08-01,1598.31,754.69,811.03,962.42,1085.218,101.74,107.356,123.642
"elevated-dry",2008-08-02,1621.49,761.68,818.54,970.2,1098.548,102.682,108.351,124.732
"elevated-dry",2008-08-03,1648.35,768.67,826.05,977.99,1111.101,103.624,109.345,125.826
"elevated-dry",2008-08-04,1666.96,775.66,833.55,985.77,1121.614,104.566,110.339,126.925
"elevated-dry",2008-08-05,1687.27,782.64,841.06,993.55,1130.135,105.508,111.333,128.027
"elevated-dry",2008-08-06,1703.27,789.63,848.57,1001.33,1139.698,106.45,112.327,129.133
"elevated-dry",2008-08-07,1721.76,796.62,856.08,1009.03,1149.24,107.392,113.321,130.255
"elevated-dry",2008-08-08,1743.1,803.61,863.59,1016.73,1160.073,108.334,114.315,131.38
"elevated-dry",2008-08-09,1772.13,810.6,871.1,1024.43,1173.009,109.276,115.309,132.509
"elevated-dry",2008-08-10,1793.28,817.58,878.61,1032.12,1183.064,110.218,116.303,133.641
"elevated-dry",2008-08-11,1821.03,824.57,886.12,1039.82,1196.913,111.16,117.297,134.776
"elevated-dry",2008-08-12,1850.45,831.56,893.63,1047.52,1210.698,112.102,118.291,135.914
"elevated-dry",2008-08-13,1878.21,838.55,901.14,1055.22,1224.222,113.044,119.285,137.056
"elevated-dry",2008-08-14,1908.6,845.53,908.65,1062.92,1238.215,113.986,120.279,138.2
"elevated-dry",2008-08-15,1940.41,852.52,916.16,1070.61,1251.735,114.929,121.273,139.347
"elevated-dry",2008-08-16,1972.18,859.51,923.67,1078.31,1265.161,115.871,122.267,140.497
"elevated-dry",2008-08-17,2003.84,866.5,931.18,1086.01,1279.406,116.813,123.261,141.65
"elevated-dry",2008-08-18,2085.4,873.49,938.69,1093.71,1295.613,117.755,124.255,142.805
"elevated-dry",2008-08-19,2125.68,880.47,946.2,1101.41,1310.507,118.697,125.249,143.963
"elevated-dry",2008-08-20,2151.22,887.46,953.71,1109.11,1322.183,119.639,126.243,145.124
"elevated-dry",2008-08-21,2171.14,894.45,961.22,1116.5,1332.514,120.581,127.237,146.055
"elevated-dry",2008-08-22,2175.18,901.44,968.73,1123.89,1339.346,121.523,128.231,146.987
"elevated-dry",2008-08-23,2199.07,908.43,976.24,1131.28,1348.469,122.465,129.225,147.919
"elevated-dry",2008-08-24,2238.13,915.41,983.74,1138.68,1362.794,123.407,130.219,148.851
"elevated-dry",2008-08-25,2275.41,922.4,991.25,1146.07,1375.478,124.349,131.213,149.783
"elevated-dry",2008-08-26,2311.32,929.39,998.76,1153.46,1388.377,125.291,132.207,150.716
"elevated-dry",2008-08-27,2335.26,936.38,1006.27,1160.85,1397.346,126.233,133.202,151.648
"elevated-dry",2008-08-28,2355.08,943.37,1013.78,1168.24,1404.317,127.175,134.196,152.581
"elevated-dry",2008-08-29,2390.38,950.35,1021.29,1175.63,1415.642,128.117,135.19,153.514
"elevated-dry",2008-08-30,2415.26,957.34,1028.8,1183.03,1423.839,129.059,136.184,154.447
"elevated-dry",2008-08-31,2430.11,964.33,1036.31,1190.42,1429.18,130.001,137.178,155.381
"elevated-dry",2008-09-01,2468.82,971.32,1043.82,1197.81,1440.287,130.943,138.172,156.314
"elevated-dry",2008-09-02,2507.84,978.3,1051.33,1205.2,1451.694,131.885,139.166,157.248
"elevated-dry",2008-09-03,2529.16,985.29,1058.84,1212.59,1457.797,132.827,140.16,158.182
"elevated-dry",2008-09-04,2551.35,992.28,1066.35,1219.98,1463.132,133.769,141.154,159.116
"elevated-dry",2008-09-05,2554.5,999.27,1073.86,1227.38,1467.584,134.711,142.148,160.05
"elevated-dry",2008-09-06,2565.14,1006.26,1081.37,1234.77,1471.616,135.653,143.142,160.985
"elevated-dry",2008-09-07,2603.15,1013.24,1088.88,1242.16,1480.85,136.595,144.136,161.919
"elevated-dry",2008-09-08,2644.2,1020.23,1096.39,1249.55,1492.636,137.537,145.13,162.854
"elevated-dry",2008-09-09,2686.99,1027.22,1103.9,1256.94,1504.674,138.479,146.124,163.789
"elevated-dry",2008-09-10,2730.97,1034.21,1111.41,1264.34,1516.784,139.421,147.118,164.724
"elevated-dry",2008-09-11,2772.2,1041.2,1118.92,1271.73,1527.967,140.364,148.112,165.659
"elevated-dry",2008-09-12,2810.68,1048.18,1126.43,1279.12,1540.788,141.306,149.106,166.594
"elevated-dry",2008-09-13,2838.36,1055.17,1133.93,1286.51,1551.437,142.248,150.1,167.53
"elevated-dry",2008-09-14,2859.6,1062.16,1141.44,1293.9,1557.257,143.19,151.094,168.465
"elevated-dry",2008-09-15,2897.61,1069.15,1148.95,1301.29,1568.443,144.132,152.088,169.401
"elevated-dry",2008-09-16,2936.8,1076.14,1156.46,1308.69,1578.397,145.074,153.082,170.337
"elevated-dry",2008-09-17,2964.71,1083.12,1163.97,1316.08,1585.059,146.016,154.076,171.273
"elevated-dry",2008-09-18,3010.6,1105.29,1193.95,1346.16,1592.71,149.881,159.882,176.755
"elevated-dry",2008-09-19,3054.19,1127.47,1223.93,1376.24,1602.159,153.759,165.691,182.254
"elevated-dry",2008-09-20,3088.2,1149.64,1253.9,1406.32,1612.924,157.646,171.503,187.768
"elevated-dry",2008-09-21,3134.24,1171.81,1283.88,1436.4,1624.341,161.544,177.317,193.297
"elevated-dry",2008-09-22,3167.21,1193.98,1313.86,1466.48,1634.132,165.451,183.134,198.838
"elevated-dry",2008-09-23,3182.55,1216.15,1343.84,1496.56,1641.091,169.366,188.953,204.392
"elevated-dry",2008-09-24,3237.81,1238.32,1373.81,1526.64,1652.312,173.29,194.773,209.956
"elevated-dry",2008-09-25,3292.14,1260.49,1403.79,1556.72,1665.272,177.221,200.595,215.531
"elevated-dry",2008-09-26,3338.48,1282.66,1433.77,1586.8,1678.04,181.158,206.419,221.115
"elevated-dry",2008-09-27,3377.73,1304.83,1463.75,1615.93,1690.495,185.103,212.244,227.391
"elevated-dry",2008-09-28,3405.52,1327.01,1493.72,1645.06,1700.132,189.053,218.07,233.673
"elevated-dry",2008-09-29,3445.57,1349.18,1523.7,1674.19,1709.8,193.009,223.898,239.959
"elevated-dry",2008-09-30,3501.13,1371.35,1553.68,1703.33,1722.432,196.971,229.727,246.25
"elevated-dry",2008-10-01,3546.32,1393.52,1583.65,1732.46,1734.636,200.937,235.557,252.545
"elevated-dry",2008-10-02,3582.27,1415.69,1613.63,1772.4,1744.281,204.909,241.387,260.946
"elevated-dry",2008-10-03,3607.89,1437.86,1643.61,1812.39,1752.253,208.885,247.219,269.363
"elevated-dry",2008-10-04,3621.62,1460.03,1673.59,1852.41,1756.948,212.865,253.052,277.796
"elevated-dry",2008-10-05,3641.03,1482.2,1703.56,1892.48,1762.516,216.849,258.885,286.244
"elevated-dry",2008-10-06,3681.58,1504.37,1733.54,1932.58,1772.479,220.837,264.719,294.706
"elevated-dry",2008-10-07,3748.26,1526.55,1763.52,1972.73,1785.335,224.828,270.554,303.182
"elevated-dry",2008-10-08,3804.87,1548.72,1793.49,2012.92,1795.117,228.823,276.389,311.67
"elevated-dry",2008-10-09,3859.17,1570.89,1823.47,2053.15,1807.158,232.821,282.225,320.171
"elevated-dry",2008-10-10,3916.47,1593.06,1853.45,2093.42,1817.618,236.823,288.061,328.684
"elevated-dry",2008-10-11,3960.95,1615.23,1883.43,2133.28,1827.142,240.827,293.898,337.138
"elevated-dry",2008-10-12,4023.25,1637.4,1913.4,2173.19,1838.483,244.834,299.736,345.604
"elevated-dry",2008-10-13,4083.96,1659.57,1943.38,2213.13,1850.904,248.843,305.574,354.08
"elevated-dry",2008-10-14,4102.77,1681.74,1973.36,2253.12,1856.864,252.855,311.412,362.568
"elevated-dry",2008-10-15,4133.91,1703.91,2003.34,2292.12,1863.181,256.87,317.251,369.49
"elevated-dry",2008-10-16,4211.89,1726.08,2033.31,2331.16,1875.734,260.886,323.09,376.423
"elevated-dry",2008-10-17,4278.32,1748.26,2063.29,2370.25,1887.164,264.905,328.93,383.365
"elevated-dry",2008-10-18,4343.51,1770.43,2093.27,2409.38,1898.73,268.926,334.77,390.318
"elevated-dry",2008-10-19,4402.83,1792.6,2123.24,2448.55,1908.489,272.949,340.61,397.28
"elevated-dry",2008-10-20,4471.14,1814.77,2153.22,2487.76,1918.65,276.974,346.451,404.252
"elevated-dry",2008-10-21,4515.7,1836.94,2183.2,2527.01,1927.796,281.001,352.292,411.233
"elevated-dry",2008-10-22,4581.64,1859.11,2213.18,2566.3,1939.796,285.029,358.133,418.223
"elevated-dry",2008-10-23,4650.13,1881.28,2243.15,2605.64,1948.522,289.059,363.974,425.223
"elevated-dry",2008-10-24,4728.77,1903.45,2273.13,2645.01,1960.171,293.091,369.816,432.231
"elevated-dry",2008-10-25,4805.21,1925.62,2303.11,2683.47,1974.026,297.124,375.658,439.254
"elevated-dry",2008-10-26,4875.66,1947.8,2333.09,2721.96,1985.602,301.159,381.5,446.284
"elevated-dry",2008-10-27,4934.82,1969.97,2363.06,2760.5,1995.825,305.195,387.342,453.322
"elevated-dry",2008-10-28,5009.25,1992.14,2393.04,2799.08,2005.899,309.233,393.185,460.368
"elevated-dry",2008-10-29,5028.92,2014.31,2424.99,2841.08,2010.335,313.271,396.606,466.483
"elevated-dry",2008-10-30,5085.1,2036.48,2456.94,2883.12,2019.042,317.312,400.029,472.609
"elevated-dry",2008-10-31,5143.67,2058.65,2488.89,2925.21,2029.121,321.353,403.454,478.745
"elevated-dry",2008-11-01,5176.55,2080.82,2520.84,2967.35,2035.903,325.395,406.882,484.891
"elevated-dry",2008-11-02,5228.92,2102.99,2552.79,3009.54,2045.479,329.439,410.312,491.047
"elevated-dry",2008-11-03,5313.91,2125.16,2584.74,3051.77,2059.693,333.484,413.743,497.214
"elevated-dry",2008-11-04,5368.19,2147.34,2616.69,3094.05,2069.126,337.529,417.177,503.391
"elevated-dry",2008-11-05,5456,2169.51,2648.64,3136.37,2082.935,341.576,420.613,509.578
"elevated-dry",2008-11-06,5554.22,2191.68,2680.59,3178.75,2096.952,345.624,424.05,515.776
"elevated-dry",2008-11-07,5645.66,2213.85,2712.54,3221.17,2108.61,349.672,427.489,521.984
"elevated-dry",2008-11-08,5667.12,2236.02,2744.49,3257.57,2115.117,353.722,430.931,527.149
"elevated-dry",2008-11-09,5775.72,2258.19,2776.44,3294.02,2130.753,357.772,434.374,532.325
"elevated-dry",2008-11-10,5878.76,2280.36,2808.39,3330.51,2145.546,361.823,437.818,537.511
"elevated-dry",2008-11-11,5981.09,2302.53,2840.34,3367.05,2161.246,365.875,441.265,542.707
"elevated-dry",2008-11-12,6067.79,2324.7,2872.29,3403.1,2174.084,369.928,444.713,545.961
"elevated-dry",2008-11-13,6168.21,2346.88,2904.24,3439.19,2186.425,373.982,448.163,549.221
"elevated-dry",2008-11-14,6232.33,2369.05,2936.2,3475.32,2194.66,378.036,451.614,552.487
"elevated-dry",2008-11-15,6272.32,2391.22,2968.15,3511.49,2200.878,382.091,455.067,555.758
"elevated-dry",2008-11-16,6360.9,2413.39,3000.1,3547.69,2211.149,386.147,458.521,559.034
"elevated-dry",2008-11-17,6436.74,2435.56,3032.05,3583.94,2218.942,390.204,461.977,562.315
"elevated-dry",2008-11-18,6520.14,2457.73,3064,3620.23,2227.772,394.261,465.434,565.601
"elevated-dry",2008-11-19,6585.24,2479.9,3095.95,3656.56,2235.93,398.318,468.893,568.891
"elevated-dry",2008-11-20,6667.69,2502.07,3126.97,3692,2249.547,402.377,473.629,573.02
"elevated-dry",2008-11-21,6769.21,2524.24,3157.99,3728.87,2260.026,406.436,478.386,577.327
"elevated-dry",2008-11-22,6876.22,2546.41,3189.01,3765.77,2272.932,410.495,483.165,581.692
"elevated-dry",2008-11-23,6942.51,2568.59,3220.03,3802.71,2280.122,414.555,487.964,586.115
"elevated-dry",2008-11-24,7060.69,2590.76,3251.04,3839.69,2293.794,418.616,492.783,590.593
"elevated-dry",2008-11-25,7155.56,2612.93,3282.06,3876.71,2303.112,422.677,497.622,595.125
"elevated-dry",2008-11-26,7207.35,2635.1,3313.08,3913.77,2308.028,426.738,502.479,599.71
"elevated-dry",2008-11-27,7301.33,2657.27,3344.1,3950.88,2317.147,430.801,507.354,604.346
"elevated-dry",2008-11-28,7340.57,2679.44,3375.12,3988.02,2321.958,434.863,512.247,609.032
"elevated-dry",2008-11-29,7436.74,2701.61,3406.14,4025.2,2333.145,438.926,517.157,613.767
"elevated-dry",2008-11-30,7556.29,2723.78,3437.16,4062.42,2346.848,442.99,522.084,618.549
"elevated-dry",2008-12-01,7655.19,2745.95,3468.18,4099.68,2360.065,447.054,527.027,623.377
"elevated-dry",2008-12-02,7763.3,2768.13,3499.2,4136.98,2373.099,451.118,531.985,628.251
"elevated-dry",2008-12-03,7859.8,2790.3,3530.22,4174.32,2385.993,455.183,536.959,633.168
"elevated-dry",2008-12-04,7953.23,2812.47,3561.24,4211.7,2394.98,459.248,541.948,638.127
"elevated-dry",2008-12-05,8033.92,2834.64,3592.26,4246.36,2406.901,463.314,546.952,641.953
"elevated-dry",2008-12-06,8116.26,2856.81,3623.28,4281.06,2419.575,467.38,551.969,645.81
"elevated-dry",2008-12-07,8194.09,2878.98,3654.3,4315.8,2427.841,471.447,557.001,649.696
"elevated-dry",2008-12-08,8300.86,2901.15,3685.32,4350.58,2438.795,475.513,562.045,653.611
"elevated-dry",2008-12-09,8397.89,2923.32,3716.34,4385.4,2452.062,479.581,567.103,657.554
"elevated-dry",2008-12-10,8484.26,2940.93,3742.79,4412.14,2458.856,483.374,572.245,661.957
"elevated-dry",2008-12-11,8532.22,2958.53,3769.25,4438.91,2462.532,487.187,577.436,666.451
"elevated-dry",2008-12-12,8547.73,2976.14,3793.34,4463.34,2463.837,491.019,582.015,670.75
"elevated-dry",2008-12-13,8637.62,2993.74,3817.43,4487.79,2478.475,494.868,586.6,675.075
"elevated-dry",2008-12-14,8760.43,3011.35,3841.52,4512.26,2490.478,498.736,591.19,679.425
"elevated-dry",2008-12-15,8885.67,3028.95,3865.62,4536.75,2504.453,502.621,595.784,683.8
"elevated-dry",2008-12-16,8996.09,3046.56,3889.71,4561.26,2518.209,506.522,600.383,688.199
"elevated-dry",2008-12-17,9097.65,3064.16,3913.8,4585.8,2532.365,510.441,604.987,692.622
"elevated-dry",2008-12-18,9184.48,3081.77,3937.9,4610.35,2547.634,514.375,609.595,697.069
"elevated-dry",2008-12-19,9293.81,3099.37,3961.99,4638.73,2559.968,518.325,614.207,701.477
"elevated-dry",2008-12-20,9410.35,3116.98,3986.08,4667.12,2575.426,522.291,618.824,705.888
"elevated-dry",2008-12-21,9525.04,3134.58,4010.17,4695.54,2593.536,526.272,623.445,710.303
"elevated-dry",2008-12-22,9629.36,3152.19,4034.27,4723.98,2613.624,530.268,628.069,714.72
"elevated-dry",2008-12-23,9700.52,3169.79,4058.36,4752.44,2623.026,534.278,632.698,719.141
"elevated-dry",2008-12-24,9720.89,3187.4,4082.45,4778.42,2625.437,538.302,637.331,725.674
"elevated-dry",2008-12-25,9819.14,3205,4106.54,4804.42,2639.469,542.34,641.968,732.217
"elevated-dry",2008-12-26,9906.2,3222.6,4130.64,4830.43,2655.513,546.392,646.608,738.769
"elevated-dry",2008-12-27,10001.93,3240.21,4154.73,4856.46,2666.371,550.456,651.252,745.33
"elevated-dry",2008-12-28,10101.54,3257.81,4178.82,4882.52,2679.128,554.534,655.9,751.9
"elevated-dry",2008-12-29,10196.18,3275.42,4202.92,4908.58,2691.81,558.624,660.551,758.479
"elevated-dry",2008-12-30,10273.55,3293.02,4227.01,4934.67,2708.082,562.727,665.206,765.067
"elevated-dry",2008-12-31,10351.72,3310.63,4251.1,4960.77,2722.373,566.842,669.864,771.664
"elevated-dry",2009-01-01,10432.68,3328.23,4275.19,4986.89,2739.154,570.968,674.525,778.27
"elevated-dry",2009-01-02,10515.61,3345.84,4299.29,5013.03,2750.753,575.106,679.189,784.885
"elevated-dry",2009-01-03,10591.47,3363.44,4323.38,5035.61,2761.477,579.256,683.857,790.323
"elevated-dry",2009-01-04,10671.6,3381.05,4347.47,5058.2,2779.674,583.416,688.527,795.777
"elevated-dry",2009-01-05,10722.76,3398.65,4371.56,5080.81,2788.355,587.588,693.201,801.246
"elevated-dry",2009-01-06,10765.41,3416.26,4395.66,5108.14,2801.452,591.77,697.878,803.767
"elevated-dry",2009-01-07,10834.38,3433.86,4419.75,5135.5,2817.04,595.962,702.557,806.285
"elevated-dry",2009-01-08,10871.07,3451.47,4443.84,5162.9,2820.575,600.164,707.24,808.802
"elevated-dry",2009-01-09,10948.28,3469.07,4469.54,5191.92,2830.635,604.377,714.557,813.739
"elevated-dry",2009-01-10,11051.66,3486.68,4495.23,5220.98,2848.233,608.599,721.884,818.683
"elevated-dry",2009-01-11,11144.85,3504.28,4520.92,5250.07,2867.571,612.831,729.22,823.635
"elevated-dry",2009-01-12,11226.58,3521.89,4546.62,5279.2,2883.614,617.072,736.564,828.594
"elevated-dry",2009-01-13,11307.48,3539.49,4572.31,5308.35,2899.502,621.322,743.917,833.559
"elevated-dry",2009-01-14,11354.42,3557.1,4598.01,5337.54,2908.739,625.582,751.278,838.531
"elevated-dry",2009-01-15,11366.77,3574.7,4623.7,5366.76,2915.584,629.85,758.647,843.509
"elevated-dry",2009-01-16,11444.78,3592.31,4649.39,5396.01,2929.49,634.126,766.024,848.494
"elevated-dry",2009-01-17,11529.84,3609.91,4675.09,5423.69,2944.202,638.412,773.408,854.076
"elevated-dry",2009-01-18,11634.2,3627.51,4700.78,5451.4,2963.175,642.705,780.799,859.68
"elevated-dry",2009-01-19,11714.64,3645.12,4726.48,5479.14,2981.892,647.006,788.198,865.305
"elevated-dry",2009-01-20,11750.63,3662.72,4752.17,5506.92,2989.197,651.316,795.603,870.95
"elevated-dry",2009-01-21,11774.35,3688.29,4785.83,5538.03,2995.137,654.366,801.687,874.938
"elevated-dry",2009-01-22,11837.19,3713.86,4819.48,5569.16,3007.042,657.418,807.773,878.926
"elevated-dry",2009-01-23,11877.37,3739.43,4853.14,5600.3,3015.763,660.472,813.86,882.914
"elevated-dry",2009-01-24,11893.62,3764.99,4886.8,5631.46,3023.579,663.527,819.949,886.902
"elevated-dry",2009-01-25,11976.2,3790.56,4920.45,5662.63,3038.513,666.584,826.04,890.891
"elevated-dry",2009-01-26,12041.11,3816.13,4954.11,5693.81,3051.292,669.642,832.133,894.88
"elevated-dry",2009-01-27,12114.41,3841.69,4987.76,5725.01,3062.49,672.703,838.227,898.869
"elevated-dry",2009-01-28,12175.92,3867.26,5021.42,5756.22,3076.97,675.764,844.322,902.858
"elevated-dry",2009-01-29,12255.36,3892.83,5055.08,5797.18,3093.083,678.828,850.419,907.997
"elevated-dry",2009-01-30,12322.67,3918.39,5088.73,5838.16,3105.354,681.893,856.518,913.136
"elevated-dry",2009-01-31,12388.5,3943.96,5122.39,5879.16,3117.741,684.959,862.618,918.276
"elevated-dry",2009-02-01,12455.67,3969.53,5156.04,5920.17,3132.778,688.028,868.719,923.416
"elevated-dry",2009-02-02,12508.98,3995.09,5189.7,5961.19,3148.088,691.097,874.822,928.557
"elevated-dry",2009-02-03,12562.43,4020.66,5223.36,6002.22,3161.309,694.168,880.926,933.699
"elevated-dry",2009-02-04,12644.43,4046.23,5257.01,6043.79,3173.773,697.241,887.031,939.018
"elevated-dry",2009-02-05,12695.77,4071.79,5290.67,6085.38,3185.773,700.315,893.138,944.336
"elevated-dry",2009-02-06,12733.54,4097.36,5324.32,6126.98,3198.198,703.39,899.246,949.655
"elevated-dry",2009-02-07,12771.25,4122.93,5357.98,6168.6,3204.111,706.467,905.355,954.974
"elevated-dry",2009-02-08,12797.3,4148.49,5391.64,6210.23,3212.139,709.545,911.465,960.292
"elevated-dry",2009-02-09,12814.8,4174.06,5425.29,6251.88,3213.142,712.624,917.577,965.611
"elevated-dry",2009-02-10,12842.43,4199.63,5458.95,6293.54,3215.693,715.705,923.69,970.929
"elevated-dry",2009-02-11,12893.64,4225.2,5492.61,6335.21,3223.466,718.788,929.804,976.247
"elevated-dry",2009-02-12,12963.85,4250.76,5526.26,6377.85,3234.169,721.871,935.919,982.009
"elevated-dry",2009-02-13,13019.4,4276.33,5559.92,6420.5,3241.832,724.956,942.035,987.771
"elevated-dry",2009-02-14,13048.79,4301.9,5593.57,6463.16,3246.776,728.042,948.152,993.533
"elevated-dry",2009-02-15,13120.95,4327.46,5627.23,6505.84,3258.915,731.13,954.27,999.295
"elevated-dry",2009-02-16,13193.23,4353.03,5660.89,6548.54,3268.242,734.218,960.39,1005.056
"elevated-dry",2009-02-17,13230.27,4378.6,5694.54,6591.25,3272.912,737.308,966.51,1010.817
"elevated-dry",2009-02-18,13333.38,4404.16,5728.2,6631.95,3285.824,740.399,972.631,1017.524
"elevated-dry",2009-02-19,13433.48,4429.73,5761.85,6672.66,3298.343,743.492,978.754,1024.235
"elevated-dry",2009-02-20,13524.31,4455.3,5795.51,6713.38,3311.498,746.585,984.877,1030.949
"elevated-dry",2009-02-21,13565.83,4480.86,5829.17,6754.1,3315.439,749.68,991.001,1037.667
"elevated-dry",2009-02-22,13658.38,4506.43,5862.82,6794.84,3326.445,752.776,997.126,1044.389
