ch09,2,85,99.4,93.4,4.71,3643.8,2,39.7
ch09,3,81,79.4,73.9,4.25,2906.88,1.7,31.9
ch09,4,100,133.5,125.9,7.06,4623.01,2.5,50.1
ch09,5,95,99.4,93.6,5.6,3406.31,1.7,33.4
ch10,1,91,74.1,70.8,2.55,2613.7,1.2,34
ch10,2,72,86.9,82.6,4.08,2902.12,1.7,38
ch10,3,73,85.3,81.2,3.72,2844.12,1.7,39.5
ch10,4,99,108.1,102.6,5.1,3341.5,2.3,54.2
ch10,5,100,83.1,78.2,4.72,2498.01,1.9,36.9
ch11,1,100,59.5,56.3,3.52,2432.77,1.2,26.1
ch11,2,100,56.5,53,2.91,2256.43,1.3,24.8
ch11,3,83,50.3,47.5,2.67,2051.83,1,21.7
ch11,4,100,74,69.8,3.9,2899.93,1.4,28.4
ch11,5,100,64.81,60.9,3.7,2482.84,1.5,27.1
ch12,1,90,64,61.2,2.72,2309.82,1.1,26.2
ch12,2,105,82.7,79.1,3.51,2829.88,1.4,36.7
ch12,3,100,82.7,79.1,3.6,2858.54,1.2,33.7
ch12,4,100,75.8,72.3,3.2,2362.66,1.1,34.1
ch12,5,96,70.8,67.4,3.5,2260.24,1.1,25.3
ch13,1,115,86.1,79.8,6.48,3128.24,2.58,31.7
ch13,2,118,86.04,79.1,6.6,2627.74,2.7,34.1
ch13,3,93,82,75.6,6.1,2510.76,2.4,31.9
ch13,4,100,63.2,57.6,4.8,1967.94,1.9,24.9
ch13,5,100,58.3,53.7,4.3,1876.15,1.6,21.3
ch14,1,110,79,74.6,3.6,2884.56,1.7,32.7
ch14,2,100,62.3,58.6,3,2261.78,1.1,26.6
ch14,3,100,75.6,71,3.9,2487.22,1.7,29.5
ch14,4,100,78.3,73.9,4.4,2207.73,1.6,26.6
ch14,5,100,83.1,78.4,4.5,2357.32,1.6,24.9
ch15,1,95,54.9,51.5,3.4,2301.2,1.1,21.1
ch15,2,98,59.8,55.8,3.9,2389.42,1.5,22.2
ch15,3,99,58.03,55.1,3,2125.43,1.3,24.1
ch15,4,95,58.1,54.6,3,2123.91,1.4,25.5
ch15,5,100,58.9,55.4,3,2084.69,1.2,21.1
ch16,1,129,74.5,71.2,3.3,2956.03,1.4,31.8
ch16,2,104,54.9,51.6,2.8,2144.7,1.3,22.2
ch16,3,100,53.8,51,2.5,2072.82,1,19
ch16,4,90,51.4,48.5,2.4,2043.33,1,20
ch16,5,97,55.3,52.1,2.9,2184.4,1.2,21.1
ch17,1,95,73.6,70.6,2.62,2609.42,1.3,29.9
ch17,2,100,82.5,78.1,2.6,2944.63,1.3,31.8
ch17,3,99,77.8,73.7,3.4,2554.94,1.6,32.1
ch17,4,100,98,93.5,4.5,2857.89,1.9,33.8
ch17,5,100,67.7,64.6,2.8,2035.96,1.1,20.2
ch18,1,97,66.8,63.6,2.73,2617.83,1.3,28.2
ch18,2,101,65.9,62.7,2.9,2562.81,1.2,28.4
ch18,3,86,62.5,59.7,2.5,2104.69,1,22.8
ch18,4,100,85.7,81,4.2,2571.63,1.6,28.9
ch18,5,96,77.4,73.4,3.6,2382.17,1.3,23.1
