chamber,stemnumber,branchnumber,leafnumber,leafangle,leaflength,leafwidth,height,distfromstem,comment
ch12,1,32,11,70,88.35,35.83,,,
ch12,1,32,12,80,102.88,35,,,
ch12,1,32,13,85,105.19,33.52,,,
ch12,1,32,14,60,90.46,31.13,,,
ch12,1,32,15,90,113.11,32.48,,,
ch12,1,32,16,75,92.42,36.83,,,
ch12,1,32,17,80,87.77,24.81,,
ch12,1,32,18,70,75,24.16,,
ch12,1,32,19,90,92.64,30.02,,
ch12,1,32,20,90,76.8,16.98,,
ch12,1,32,21,60,70.87,22.14,,
ch12,1,32,22,85,94.88,27.74,,
ch12,1,32,23,65,71.61,18.43,,
ch12,1,32,24,80,92.8,28,,
ch12,1,32,25,90,100.44,31.88,,
ch12,1,32,26,90,103.72,33.31,,
ch12,1,32,27,60,109.16,26.02,,
ch12,1,32,28,65,75.16,26.7,,
ch12,1,32,29,85,121.08,34.48,,
ch12,1,32,30,85,107.75,33.59,,
ch12,1,43,1,80,118,31,125,30
ch12,1,43,,80,125,32,118,32
ch12,1,43,,45,73,27,142,34
ch12,1,43,2,75,142,36,120,45
